,name,Website,Type,Size,address3,city,state,zip,Public/Private,For-Profit/NFP,Primarily_Associates?
2662,University of the Virgin Islands-Kingshill,www.uvi.edu,"4-year, Public",,St. Croix,St. Croix,Virgin Islands,00850,Public,NFP,No
2663,University of the West,www.uwest.edu,"4-year, primarily associate's, Private not-for-profit",232.0,1409 N Walnut Grove Ave,Rosemead,California,91770,Private,NFP,Yes
2664,University of Toledo,www.utoledo.edu/,"4-year, Public",22336.0,2801 W Bancroft,Toledo,Ohio,43606-3390,Public,NFP,No
2665,University of Tulsa,www.utulsa.edu,"4-year, Private not-for-profit",4192.0,800 South Tucker Drive,Tulsa,Oklahoma,74104-3189,Private,NFP,No
2666,University of Utah,www.utah.edu,"4-year, Public",28211.0,201 Presidents Circle,Salt Lake City,Utah,84112-9008,Public,NFP,No
2667,University of Vermont,www.uvm.edu,"4-year, Public",12800.0,85 S Prospect St,Burlington,Vermont,05405-0160,Public,NFP,No
2668,University of Virginia-Main Campus,www.virginia.edu/,"4-year, Public",24541.0,Charlottesville,,Virginia,22904,Public,NFP,No
2669,University of Washington-Bothell Campus,www.bothell.washington.edu/,"4-year, Public",2291.0,18115 Campus Way NE,Bothell,Washington,98011-8246,Public,NFP,No
2670,University of Washington-Seattle Campus,www.washington.edu,"4-year, Public",39675.0,1400 NE Campus Parkway,Seattle,Washington,98195-4550,Public,NFP,No
2671,University of Washington-Tacoma Campus,www.tacoma.washington.edu/,"4-year, Public",2967.0,1900 Commerce St,Tacoma,Washington,98402-3100,Public,NFP,No
2672,University of West Alabama,www.uwa.edu,"4-year, Public",4888.0,Station One,Livingston,Alabama,35470,Public,NFP,No
2673,University of West Georgia,www.westga.edu,"4-year, Public",11252.0,1601 Maple St,Carrollton,Georgia,30118-0001,Public,NFP,No
2674,University of Wisconsin-Eau Claire,www.uwec.edu,"4-year, Public",11140.0,105 Garfield Avenue,Eau Claire,Wisconsin,54702-4004,Public,NFP,No
2675,University of Wisconsin-Green Bay,WWW.UWGB.EDU,"4-year, Public",6286.0,2420 Nicolet Dr,Green Bay,Wisconsin,54311-7001,Public,NFP,No
2676,University of Wisconsin-La Crosse,www.uwlax.edu,"4-year, Public",9880.0,1725 State St,La Crosse,Wisconsin,54601-9959,Public,NFP,No
2677,University of Wisconsin-Madison,www.wisc.edu,"4-year, Public",41620.0,500 Lincoln Dr,Madison,Wisconsin,53706-1380,Public,NFP,No
2678,University of Wisconsin-Milwaukee,www.uwm.edu,"4-year, Public",29215.0,2200 E Kenwood Blvd,Milwaukee,Wisconsin,53201-0413,Public,NFP,No
2679,University of Wisconsin-Oshkosh,www.uwosh.edu,"4-year, Public",12753.0,800 Algoma Blvd,Oshkosh,Wisconsin,54901,Public,NFP,No
2680,University of Wisconsin-Parkside,www.uwp.edu,"4-year, Public",5167.0,900 Wood Rd,Kenosha,Wisconsin,53141-2000,Public,NFP,No
2681,University of Wisconsin-Platteville,www.uwplatt.edu,"4-year, Public",7512.0,1 University Plz,Platteville,Wisconsin,53818-3001,Public,NFP,No
2682,University of Wisconsin-River Falls,www.uwrf.edu,"4-year, Public",6555.0,410 S 3rd St,River Falls,Wisconsin,54022,Public,NFP,No
2683,University of Wisconsin-Stevens Point,www.uwsp.edu,"4-year, Public",9163.0,Main St,Stevens Point,Wisconsin,54481,Public,NFP,No
2684,University of Wisconsin-Stout,www.uwstout.edu,"4-year, Public",8839.0,Menomonie,,Wisconsin,54751,Public,NFP,No
2685,University of Wisconsin-Superior,www.uwsuper.edu,"4-year, Public",2689.0,Belknap & Catlin,Superior,Wisconsin,54880-4500,Public,NFP,No
2686,University of Wisconsin-Whitewater,www.uww.edu,"4-year, Public",10962.0,800 W Main St,Whitewater,Wisconsin,53190-1790,Public,NFP,No
2687,University of Wyoming,www.uwyo.edu,"4-year, Public",12067.0,Corner of Ninth and Ivinson,Laramie,Wyoming,82071,Public,NFP,No
2688,UPMC Presbyterian Shadyside Dietetic Internship,www.upmc.edu/shadyside/dieteticinternship,"4-year, Private not-for-profit",4.0,5230 Centre Ave,Pittsburgh,Pennsylvania,15232,Private,NFP,No
2689,Upper Iowa University,www.uiu.edu,"4-year, Private not-for-profit",5278.0,605 Washington St,Fayette,Iowa,52142-1857,Private,NFP,No
2690,Upper Valley Educators Institute,www.uvti.org,"4-year, Private not-for-profit",52.0,194 Dartmouth College Highway,Lebanon,New Hampshire,03766-1358,Private,NFP,No
2691,Urbana University,www.urbana.edu,"4-year, Private not-for-profit",1354.0,579 College Way,Urbana,Ohio,43078-2091,Private,NFP,No
2692,Ursinus College,www.ursinus.edu,"4-year, Private not-for-profit",1680.0,601 E. Main St,Collegeville,Pennsylvania,19426-1000,Private,NFP,No
2693,Ursuline College,www.ursuline.edu,"4-year, Private not-for-profit",1430.0,2550 Lander Rd,Pepper Pike,Ohio,44124,Private,NFP,No
2694,Uta Mesivta of Kiryas Joel,,"4-year, Private not-for-profit",1161.0,9 Nickelsburg Rd Unit 312,Monroe,New York,10950,Private,NFP,No
2695,Utah Career College,www.utahcollege.edu,"4-year, primarily associate's, Private for-profit",422.0,1902 W 7800 S,West Jordan,Utah,84088,Private,For-Profit,Yes
2696,Utah Career College-Layton,www.utahcollege.edu,"4-year, primarily associate's, Private for-profit",95.0,869 West Hill Field Road,Layton,Utah,84041,Private,For-Profit,Yes
2697,Utah Career College-Orem Campus,,"4-year, primarily associate's, Private for-profit",38.0,898 N 1200 W,Orem,Utah,84057,Private,For-Profit,Yes
2698,Utah State University,www.usu.edu,"4-year, Public",15099.0,Old Main Hill,Logan,Utah,84322-1400,Public,NFP,No
2699,Utah State University-Continuing Education,www.usu.edu,"4-year, primarily associate's, Public",10130.0,Old Main Hill,Logan,Utah,84322,Public,NFP,Yes
2700,Utah Valley University,www.uvu.edu,"4-year, primarily associate's, Public",26696.0,800 W University Parkway,Orem,Utah,84058-5999,Public,NFP,Yes
2701,Utica College,www.utica.edu/,"4-year, Private not-for-profit",3082.0,1600 Burrstone Rd,Utica,New York,13502-4892,Private,NFP,No
2702,Valdosta State University,www.valdosta.edu,"4-year, Public",11490.0,1500 N Patterson,Valdosta,Georgia,31698,Public,NFP,No
2703,Valley City State University,www.vcsu.edu,"4-year, Public",1019.0,101 College St SW,Valley City,North Dakota,58072,Public,NFP,No
2704,Valley Forge Christian College,www.vfcc.edu,"4-year, Private not-for-profit",1201.0,1401 Charlestown Road,Phoenixville,Pennsylvania,19460,Private,NFP,No
2705,Valparaiso University,www.valpo.edu,"4-year, Private not-for-profit",3975.0,US Highway 30 and Sturdy Road,Valparaiso,Indiana,46383,Private,NFP,No
2706,Vanderbilt University,www.vanderbilt.edu,"4-year, Private not-for-profit",12093.0,2101 West End Avenue,Nashville,Tennessee,37240,Private,NFP,No
2707,VanderCook College of Music,www.vandercook.edu,"4-year, Private not-for-profit",373.0,3140 S. Federal St.,Chicago,Illinois,60616-3731,Private,NFP,No
2708,Vanguard University of Southern California,www.vanguard.edu,"4-year, Private not-for-profit",2149.0,55 Fair Dr,Costa Mesa,California,92626,Private,NFP,No
2709,Vassar College,www.vassar.edu,"4-year, Private not-for-profit",2389.0,124 Raymond Ave,Poughkeepsie,New York,12604,Private,NFP,No
2710,Vatterott College,www.vatterott-college.edu/sunset_hills.asp,"4-year, primarily associate's, Private for-profit",494.0,12970 Maurer Industrial Dr,Sunset Hills,Missouri,63127-1516,Private,For-Profit,Yes
2711,Vatterott College,www.vatterott-college.edu,"4-year, primarily associate's, Private for-profit",755.0,8580 Evans Avenue,Berkeley,Missouri,63134,Private,For-Profit,Yes
2712,Vaughn College of Aeronautics and Technology,www.vaughn.edu,"4-year, primarily associate's, Private not-for-profit",1097.0,86-01 23rd Avenue,Flushing,New York,11369,Private,NFP,Yes
2713,Vermont Law School,www.vermontlaw.edu,"4-year, Private not-for-profit",574.0,164 Chelsea St,South Royalton,Vermont,05068-0096,Private,NFP,No
2714,Vermont Technical College,www.vtc.edu,"4-year, primarily associate's, Public",1649.0,1 Main Street,Randolph Center,Vermont,05061-0500,Public,NFP,Yes
2715,Villa Maria College Buffalo,www.villa.edu,"4-year, primarily associate's, Private not-for-profit",488.0,240 Pine Ridge Rd,Buffalo,New York,14225-3999,Private,NFP,Yes
2716,Villanova University,www.villanova.edu,"4-year, Private not-for-profit",10274.0,800 Lancaster Avenue,Villanova,Pennsylvania,19085-1699,Private,NFP,No
2717,Vincennes University,www.vinu.edu,"4-year, primarily associate's, Public",11590.0,1002 N First St,Vincennes,Indiana,47591,Public,NFP,Yes
2718,Virginia College-Birmingham,www.vc.edu,"4-year, primarily associate's, Private for-profit",5264.0,65 Bagby Dr.,Birmingham,Alabama,35209-3703,Private,For-Profit,Yes
2719,Virginia College-Greenville,vc.edu,"4-year, primarily associate's, Private for-profit",308.0,78 Global Dr-Ste 200,Greenville,South Carolina,29607,Private,For-Profit,Yes
2720,Virginia College-Huntsville,WWW.VC.EDU,"4-year, primarily associate's, Private for-profit",731.0,2800 Bob Wallace Ave,Huntsville,Alabama,35805-9945,Private,For-Profit,Yes
2721,Virginia College-School of Business and Health,,"4-year, primarily associate's, Private for-profit",558.0,721 Eastgate Loop Rd.,Chattanooga,Tennessee,37411,Private,For-Profit,Yes
2722,Virginia Commonwealth University,www.vcu.edu/,"4-year, Public",32044.0,910 W Franklin St,Richmond,Virginia,23284-2512,Public,NFP,No
2723,Virginia Intermont College,www.vic.edu,"4-year, Private not-for-profit",542.0,1013 Moore Street,Bristol,Virginia,24201,Private,NFP,No
2724,Virginia Military Institute,www.vmi.edu,"4-year, Public",1428.0,Lexington,,Virginia,24450-0304,Public,NFP,No
2725,Virginia Polytechnic Institute and State University,WWW.VT.EDU,"4-year, Public",30739.0,Blacksburg,,Virginia,24061-0131,Public,NFP,No
2726,Virginia State University,www.vsu.edu,"4-year, Public",5042.0,One Hayden Drive,Petersburg,Virginia,23806,Public,NFP,No
2727,Virginia Union University,www.vuu.edu,"4-year, Private not-for-profit",1501.0,1500 N Lombardy St,Richmond,Virginia,23220,Private,NFP,No
